module,function_name,line,lines_of_code,hash,args,docstring
"vascular_lib/tests/test_adapters.py","test_serialization_json_safe",101,22,"0dc85d45","","Test that all results are JSON-serializable."
"vascular_lib/tests/test_anastomosis.py","test_create_anastomosis_basic",15,54,"c1169304","","Test basic anastomosis creation between arterial and venous nodes."
"vascular_lib/tests/test_anastomosis.py","test_create_anastomosis_too_long",72,31,"3b5ba1c4","","Test that anastomosis fails if nodes are too far apart."
"vascular_lib/tests/test_anastomosis.py","test_create_anastomosis_incompatible_types",106,28,"ba1a119d","","Test that anastomosis fails for incompatible vessel types."
"vascular_lib/tests/test_anastomosis.py","test_create_anastomosis_dry_run",137,32,"a28f247f","","Test dry_run mode for anastomosis."
"vascular_lib/tests/test_anastomosis.py","test_check_tree_interactions",172,44,"a84a1f42","","Test checking interactions between arterial and venous trees."
"vascular_lib/tests/test_anastomosis.py","test_check_tree_interactions_single_tree",219,17,"cccfb298","","Test interaction check with only one tree type."
"vascular_lib/tests/test_box_domain.py","test_box_domain_creation",11,13,"bbadc12a","","Test BoxDomain creation."
"vascular_lib/tests/test_box_domain.py","test_box_domain_from_center_and_size",27,15,"93e7999d","","Test BoxDomain creation from center and size."
"vascular_lib/tests/test_box_domain.py","test_box_domain_invalid_dimensions",45,21,"f164aa93","","Test BoxDomain validation."
"vascular_lib/tests/test_box_domain.py","test_box_domain_contains",69,19,"0698174e","","Test BoxDomain.contains()."
"vascular_lib/tests/test_box_domain.py","test_box_domain_project_inside",91,24,"2af153c8","","Test BoxDomain.project_inside()."
"vascular_lib/tests/test_box_domain.py","test_box_domain_distance_to_boundary",118,18,"a8dddb31","","Test BoxDomain.distance_to_boundary()."
"vascular_lib/tests/test_box_domain.py","test_box_domain_sample_points",139,24,"cbaf4411","","Test BoxDomain.sample_points()."
"vascular_lib/tests/test_box_domain.py","test_box_domain_get_bounds",166,9,"9612db5d","","Test BoxDomain.get_bounds()."
"vascular_lib/tests/test_box_domain.py","test_box_domain_serialization",178,23,"851a3bb2","","Test BoxDomain to_dict() and from_dict()."
"vascular_lib/tests/test_box_domain.py","test_box_domain_with_network",204,29,"bc755282","","Test BoxDomain with VascularNetwork."
"vascular_lib/tests/test_collision_repair.py","test_collision_detection",15,38,"25aecfc1","","Test that collisions are detected."
"vascular_lib/tests/test_collision_repair.py","test_repair_by_shrink",56,41,"fdb0e217","","Test collision repair by shrinking."
"vascular_lib/tests/test_collision_repair.py","test_repair_by_terminate",100,43,"17f07440","","Test collision repair by terminating."
"vascular_lib/tests/test_collision_repair.py","test_no_collisions",146,38,"1f32fdb9","","Test that well-separated branches don't trigger collisions."
"vascular_lib/tests/test_component_flows.py","test_compute_component_flows_dual_tree",11,50,"4eea44bd","","Test per-component flow measurements for dual-tree network."
"vascular_lib/tests/test_component_flows.py","test_compute_component_flows_single_tree",64,35,"947fdd4b","","Test per-component flow measurements for single-tree network."
"vascular_lib/tests/test_component_flows.py","test_compute_component_flows_no_flow",102,10,"192b6366","","Test compute_component_flows on network without flow solution."
"vascular_lib/tests/test_degradation.py","test_degradation_rule_exponential",12,13,"06dfb5ec","","Test exponential degradation model."
"vascular_lib/tests/test_degradation.py","test_degradation_rule_linear",28,11,"7b05e119","","Test linear degradation model."
"vascular_lib/tests/test_degradation.py","test_degradation_rule_generation_based",42,10,"af4f993a","","Test generation-based degradation model."
"vascular_lib/tests/test_degradation.py","test_degradation_termination_radius",55,9,"130657b6","","Test termination based on minimum radius."
"vascular_lib/tests/test_degradation.py","test_degradation_termination_generation",67,10,"3ddce2d2","","Test termination based on maximum generation."
"vascular_lib/tests/test_degradation.py","test_bifurcate_with_degradation",80,28,"f3a106b7","","Test bifurcation with degradation rules."
"vascular_lib/tests/test_degradation.py","test_bifurcate_blocked_by_degradation",111,24,"be280bb7","","Test that bifurcation is blocked when degradation rules prevent it."
"vascular_lib/tests/test_degradation.py","test_degradation_serialization",138,12,"294d2907","","Test serialization of degradation rules."
"vascular_lib/tests/test_design_spec.py","test_ellipsoid_spec",9,5,"1d854bbf","",""
"vascular_lib/tests/test_design_spec.py","test_design_from_spec",17,14,"909e8312","",""
"vascular_lib/tests/test_determinism.py","test_deterministic_ids",13,21,"4bc498cd","","Test that same seed produces same IDs."
"vascular_lib/tests/test_determinism.py","test_space_colonization_determinism",37,38,"5ec13b88","","Test that space colonization is deterministic with same seed."
"vascular_lib/tests/test_determinism.py","test_serialization_roundtrip",78,26,"5137fc81","","Test that network can be serialized and deserialized."
"vascular_lib/tests/test_params.py","test_list_presets",7,4,"b1b15be9","",""
"vascular_lib/tests/test_params.py","test_get_preset",14,3,"8499c950","",""
"vascular_lib/tests/test_params.py","test_validate_params",20,3,"cfde5b3e","",""
"vascular_lib/tests/test_perfusion.py","test_compute_perfusion_metrics_dual_tree",14,55,"abbf0d69","","Test perfusion metrics with both arterial and venous trees."
"vascular_lib/tests/test_perfusion.py","test_compute_perfusion_metrics_single_tree",72,18,"9e6878bb","","Test perfusion metrics with only one tree type."
"vascular_lib/tests/test_perfusion.py","test_compute_perfusion_metrics_with_weights",93,35,"a1c7fe42","","Test perfusion metrics with custom weights."
"vascular_lib/tests/test_perfusion.py","test_compute_perfusion_metrics_with_distance_cap",131,28,"42de3ebe","","Test perfusion metrics with distance cap."
"vascular_lib/tests/test_perfusion.py","test_suggest_anastomosis_locations",162,61,"b353f770","","Test suggesting anastomosis locations based on perfusion."
"vascular_lib/tests/test_perfusion.py","test_suggest_anastomosis_no_under_perfused",226,28,"928b4b95","","Test suggesting anastomoses when perfusion is good."
"vascular_lib/tests/test_solver.py","test_solve_flow_simple",15,35,"43affded","","Test flow solver on simple linear network."
"vascular_lib/tests/test_solver.py","test_solve_flow_bifurcation",53,38,"2eae5c31","","Test flow solver on Y-branch."
"vascular_lib/tests/test_solver.py","test_flow_conservation",94,36,"38fa47fb","","Test that flow is conserved at junctions."
"vascular_lib/tests/test_solver.py","test_pressure_monotonicity",133,32,"382fee8a","","Test that pressure decreases along flow direction."
"vascular_lib/visualization/network_plots.py","plot_network",16,67,"fa076db4","network,color_by,ax,show,title","Plot vascular network in 3D with customizable coloring.  Parameters ---------- network : VascularNet"
"vascular_network/analysis/centerline.py","extract_centerline_graph",8,106,"6a540dec","fluid_mask,bbox_min,spacing,keep_largest_component","Extract a centerline graph from a voxelized fluid domain.  - Skeletonize the fluid. - Distance trans"
"vascular_network/analysis/cfd.py","compute_poiseuille_network",7,210,"73c76761","G,mu,inlet_nodes,outlet_nodes,pin,pout,write_to_graph","Solve a Poiseuille flow network on a centerline graph.  Auto-BC mode:   - If inlet_nodes and outlet_"
"vascular_network/analysis/cfd.py","ensure_poiseuille_solved",220,17,"77077e33","G,delta_p,mu","If G has no 'pressure' yet, pick one inlet and one outlet (min-z, max-z leaf) and run Poiseuille; ot"
"vascular_network/analysis/cfd.py","edge_G",32,28,"dd280536","u,v",""
"vascular_network/analysis/connectivity.py","mesh_to_fluid_mask",7,36,"ef05b0a2","mesh,pitch","Voxelize a watertight fluid mesh into a 3D boolean array.  We ONLY use the VoxelGrid for occupancy; "
"vascular_network/analysis/connectivity.py","analyze_connectivity_voxel",46,76,"5e72cad1","mesh,pitch","Analyze connectivity in voxel space:   - number of fluid components   - components that touch the bo"
"vascular_network/analysis/metrics.py","compute_centerline_geometry_metrics",10,112,"20ef589a","G","Extract basic geometric metrics from a centerline graph.  Requires node attribute:     - 'coord' : ("
"vascular_network/analysis/metrics.py","compute_flow_metrics",125,122,"ed9d92d6","G,mu,rho,Q_attr","Compute flow-related metrics on a Poiseuille-solved centerline graph.  Requires per-edge:     - attr"
"vascular_network/analysis/metrics.py","auto_boundaries_for_component",250,46,"3a5efa19","Gc,alpha_z","Pick inlet/outlet nodes for one connected component Gc.  Inlet: node at minimum z with highest degre"
"vascular_network/analysis/metrics.py","solve_poiseuille_by_component",299,86,"d422e3d4","G,mu,delta_p,alpha_z,write_to_graph","Run Poiseuille on each connected component of G separately.  For each component:   - auto-pick inlet"
"vascular_network/analysis/node_metrics.py","compute_node_junction_metrics",10,80,"5c5dcb7e","G","Compute junction metrics for each node in the centerline graph.  For each node, computes: - degree: "
"vascular_network/analysis/node_metrics.py","compute_node_display_sizes",93,102,"93592efe","G,size_by,base_px,radius_scale,degree_scale,degree_alpha,min_px,max_px,inlet_outlet_boost,k_px2,radius_power","Compute display sizes (in matplotlib scatter points^2) for each node.  Parameters ---------- G : net"
"vascular_network/examples/generate_liver_network.py","main",19,74,"41d7d2e3","",""
"vascular_network/io/exporters.py","centerline_graph_to_json",13,68,"35376b00","G,node_pressures,edge_flows","Convert a centerline NetworkX graph (and optional Poiseuille results) into a JSON-serializable dict "
"vascular_network/io/exporters.py","save_validation_report_json",84,38,"4f582cf1","report,json_path,centerline_graph,node_pressures,edge_flows","Save a ValidationReport to JSON, optionally including the full centerline graph.  Parameters -------"
"vascular_network/io/exporters.py","make_llm_context_report",125,264,"4e18df85","report,G,voxel_pitch_used,smooth_iters_used,include_distributions","Create a comprehensive JSON report optimized for LLM context.  This report provides all STL geometry"
"vascular_network/io/exporters.py","save_llm_context_report_json",392,40,"a1919fdc","report,json_path,G,voxel_pitch_used,smooth_iters_used,include_distributions","Save a comprehensive LLM-optimized context report to JSON.  Parameters ---------- report : Validatio"
"vascular_network/io/exporters.py","to_python_type",159,12,"705cc3cf","val","Convert numpy types to Python native types for JSON serialization."
"vascular_network/io/exporters.py","compute_percentiles",173,6,"c53a075f","arr,percentiles","Compute percentiles for an array, handling NaN values."
"vascular_network/io/loaders.py","load_stl_mesh",8,25,"1669652a","path,process","Load an STL into a single Trimesh.  - Accepts a filename or Path. - Uses trimesh.load (lets trimesh "
"vascular_network/io/loaders.py","cad_python_to_stl",36,79,"9ebde105","py_path,stl_path,cq_object_name","Execute a CadQuery Python script and export the resulting shape to STL.  Parameters ---------- py_pa"
"vascular_network/mesh/cleaning.py","basic_clean",5,56,"60c9d808","mesh,min_component_faces,fill_holes,max_hole_area","Lightweight but robust cleanup focused on:   - keeping only the main component   - removing junk fac"
"vascular_network/mesh/diagnostics.py","count_degenerate_faces",7,5,"e39297fb","mesh,area_eps","Count faces whose area is effectively zero."
"vascular_network/mesh/diagnostics.py","estimate_voxel_volume",15,20,"a9e2d8de","mesh,pitch,method","Estimate volume by voxelization:   - voxelize mesh at given pitch   - fill interior   - count voxels"
"vascular_network/mesh/diagnostics.py","compute_diagnostics",38,53,"e2bfd5b5","mesh,volume_pitch,max_voxels","Compute core mesh health/topology metrics, including approximate volume."
"vascular_network/mesh/diagnostics.py","compute_surface_quality",94,45,"c3a413d2","mesh","Compute basic surface quality metrics:   - face areas   - edge lengths   - triangle aspect ratios"
"vascular_network/mesh/repair.py","auto_adjust_voxel_pitch",10,22,"fd34df67","mesh,requested_pitch,max_voxels,min_pitch","Given a mesh and requested voxel pitch, compute a safe pitch such that (dx*dy*dz) / pitch^3 <= max_v"
"vascular_network/mesh/repair.py","voxel_remesh_and_smooth",35,164,"19c89dbd","mesh,pitch,smooth_iters,use_taubin,dilation_iters,closing_iters,opening_iters,max_voxels","Voxel remesh + morphology + smoothing.  Design goals:   - produce a SINGLE, well-connected lumen   -"
"vascular_network/mesh/repair.py","match_volume",202,34,"32851061","mesh,target_volume,max_scale_factor","Uniformly scale mesh so its volume approx equals target_volume.  - Computes scale = (target / curren"
"vascular_network/mesh/repair.py","meshfix_repair",239,54,"dbd64396","mesh,keep_largest_component","Run MeshFix to enforce watertightness and fix topological issues, then optionally keep only the larg"
"vascular_network/mesh/repair.py","validate_and_repair_geometry",296,74,"3e9bf267","input_path,report_path,voxel_pitch,opening_iters,dilation_iters,smoothing_method,smoothing_iters","Validate and repair geometry from STL file with auto voxel pitch selection.  This is a convenience w"
"vascular_network/pipeline.py","make_scaffold_shell_from_fluid",20,43,"7bbef42f","fluid_mask,pitch,wall_thickness","Build a scaffold as a narrow shell around the fluid domain.  Parameters ---------- fluid_mask : (nx,"
"vascular_network/pipeline.py","validate_and_repair_geometry",66,199,"b7cf3ade","input_path,cleaned_stl_path,scaffold_stl_path,wall_thickness,report_path,cad_tessellation_tolerance,voxel_pitch,smooth_iters,dilation_iters,inlet_nodes,outlet_nodes","Full pipeline:  - Load STL or CadQuery .py - Basic clean - Voxel remesh + smooth - MeshFix repair - "
"vascular_network/tests/conftest.py","temp_dir",9,3,"3573b975","","Create a temporary directory for test outputs."
"vascular_network/tests/conftest.py","straight_cylinder_mesh",16,11,"0aad74f2","","Create a straight cylinder mesh for testing."
"vascular_network/tests/conftest.py","y_branch_mesh",31,27,"d1c06dec","","Create a Y-branch mesh for testing."
"vascular_network/tests/test_branching.py","test_y_branch_watertightness",10,18,"b4a146fe","y_branch_mesh,temp_dir","Test that Y-branch mesh becomes watertight after processing."
"vascular_network/tests/test_branching.py","test_y_branch_connectivity",31,15,"516daa1f","y_branch_mesh,temp_dir","Test that Y-branch has proper connectivity."
"vascular_network/tests/test_branching.py","test_y_branch_centerline",49,17,"21c634cd","y_branch_mesh,temp_dir","Test that centerline extraction works for Y-branch."
"vascular_network/tests/test_branching.py","test_y_branch_flow_split",69,55,"983d543a","y_branch_mesh,temp_dir","Test that flow splits correctly at Y-branch."
"vascular_network/tests/test_branching.py","test_y_branch_flow_conservation",127,19,"9565e496","y_branch_mesh,temp_dir","Test that flow is conserved in Y-branch (inlet ≈ sum of outlets)."
"vascular_network/tests/test_branching.py","test_y_branch_pressure_gradient",149,19,"59e7252f","y_branch_mesh,temp_dir","Test that pressure decreases from inlet to outlets."
"vascular_network/tests/test_branching.py","test_y_branch_multiple_components",171,16,"a6946c44","y_branch_mesh,temp_dir","Test that Y-branch is processed as a single connected component."
"vascular_network/tests/test_branching.py","net_outflow",107,7,"ba6ea6c7","node",""
"vascular_network/tests/test_cylinder.py","test_cylinder_watertightness",10,23,"62628642","straight_cylinder_mesh,temp_dir","Test that cylinder mesh becomes watertight after processing."
"vascular_network/tests/test_cylinder.py","test_cylinder_connectivity",36,15,"35b48d53","straight_cylinder_mesh,temp_dir","Test that cylinder has proper connectivity."
"vascular_network/tests/test_cylinder.py","test_cylinder_centerline",54,18,"7e7384ed","straight_cylinder_mesh,temp_dir","Test that centerline extraction works for cylinder."
"vascular_network/tests/test_cylinder.py","test_cylinder_poiseuille_flow",75,29,"1ba27c4c","straight_cylinder_mesh,temp_dir","Test that Poiseuille flow analysis works for cylinder."
"vascular_network/tests/test_cylinder.py","test_cylinder_volume_convergence",107,22,"8f28fb3e","straight_cylinder_mesh,temp_dir","Test that volume converges with finer voxel pitch."
"vascular_network/tests/test_cylinder.py","test_cylinder_flow_conservation",132,19,"c249a8b4","straight_cylinder_mesh,temp_dir","Test that flow is conserved (inlet flow ≈ outlet flow)."
"vascular_network/tests/test_node_metrics.py","test_compute_node_junction_metrics_simple",14,29,"4d03ae69","","Test node metrics on a simple Y-junction."
"vascular_network/tests/test_node_metrics.py","test_murray_law_aggregation",46,18,"732bff27","","Test that Murray's law aggregation is computed correctly."
"vascular_network/tests/test_node_metrics.py","test_compute_node_display_sizes",67,17,"e7eb37d1","","Test display size computation."
"vascular_network/tests/test_node_metrics.py","test_display_sizes_clamping",87,9,"52925558","","Test that display sizes are clamped to min/max."
"vascular_network/tests/test_node_metrics.py","test_size_by_options",99,14,"5a373ed0","","Test different sizing methods."
"vascular_network/tests/test_node_metrics.py","test_node_type_adjustments",116,16,"31e0e147","","Test that different node types get appropriate size adjustments."
"vascular_network/utils.py","timed_stage",6,11,"92881ef2","name","Context manager to print a simple progress message and timing for a pipeline stage."
"vascular_network/visualization/advanced_plots.py","plot_centerline_graph_2d_edges",14,83,"00c9ca6a","G,plane,color_by,log_abs_Q,title","Edge-based 2D plot of the centerline to avoid fake jumps.  Parameters ---------- G : networkx.Graph "
"vascular_network/visualization/advanced_plots.py","plot_flow_distribution_clean",100,26,"8dddfdce","G,edge_attr,qmin_abs","Rank edges by |Q| and plot log10(|Q|) vs rank. Ignore edges below qmin_abs to avoid numerical noise."
"vascular_network/visualization/advanced_plots.py","plot_centerline_scalar_clean",129,41,"64e3ce86","G,edge_attr,log_abs,title","Cleaner version of scalar plot along centerlines."
"vascular_network/visualization/advanced_plots.py","plot_flow_histograms",173,38,"91ea772b","flow_metrics,nbins","Plot histograms of flow metrics (Q, Re, u_mean, R_hyd)."
"vascular_network/visualization/advanced_plots.py","plot_length_and_radius_histograms",214,28,"0b40614f","geom_metrics,bins_length,bins_radius","Plot histograms of edge lengths and radii from geometry metrics."
"vascular_network/visualization/advanced_plots.py","plot_logQ_vs_radius",245,39,"e9e723d0","G,min_Q","Scatter plot of log10|Q| vs radius.  For each edge, radius_mean = avg of node radii (or edge 'radius"
"vascular_network/visualization/advanced_plots.py","print_centerline_geometry_summary",287,11,"f756e25b","geom_metrics","Print summary of centerline geometry metrics."
"vascular_network/visualization/advanced_plots.py","print_flow_summary",301,7,"44745de4","flow_metrics","Print summary of flow metrics."
"vascular_network/visualization/advanced_plots.py","print_poiseuille_component_summary",311,19,"b3ff266a","comp_summaries","Pretty-print per-component flow summaries."
"vascular_network/visualization/flow_plots.py","plot_poiseuille_flows_from_report",12,16,"51e7f9e5","report","Bar plot of total inlet vs outlet flow, based on report.poiseuille_summary."
"vascular_network/visualization/flow_plots.py","plot_centerline_graph_2d",31,71,"0e8ad4b8","G,plane,title,size_by,k_px2,radius_power,min_px,max_px,node_alpha","Plot a 2D projection of the centerline graph with radius-proportional but almost invisible nodes.  P"
"vascular_network/visualization/flow_plots.py","plot_centerline_scalar",105,13,"7cecb14f","G,edge_attr,cmap,log_abs,title","Color edges by a scalar attribute (e.g., Q).  This function now calls plot_centerline_scalar_clean f"
"vascular_network/visualization/flow_plots.py","plot_flow_distribution",121,7,"e71a06d7","G,edge_attr","Plot the distribution of flow values across edges.  This function now calls plot_flow_distribution_c"
"vascular_network/visualization/flow_plots.py","plot_poiseuille_histograms",131,70,"764c8b4c","G,mu","Compute radius, hydraulic resistance, mean velocity and wall shear directly from the graph and plot "
"vascular_network/visualization/flow_plots.py","summarize_poiseuille",204,13,"044f8974","G","Print a basic summary of Poiseuille solution attached to G_centerline."
"vascular_network/visualization/flow_plots.py","safe_hist",183,10,"31b8c0a7","data,ax,title,xlabel",""
"vascular_network/visualization/mesh_plots.py","plot_surface_quality",9,26,"9c7c86a3","mesh,title","Simple surface-quality visualization:   - histogram of face areas   - histogram of edge lengths"
"vascular_network/visualization/mesh_plots.py","plot_surface_quality_from_report",38,8,"2e81b727","report","Load original and cleaned STLs from report and plot their surface-quality histograms."
"vascular_network/visualization/mesh_plots.py","plot_volume_pipeline",49,16,"f9088fac","report","Bar plot of volume across pipeline stages."
"vascular_network/visualization/mesh_plots.py","plot_components_pipeline",68,26,"58dab3b3","report","Bar plot of component count across pipeline stages, plus watertight flags."
"vascular_network/visualization/mesh_plots.py","plot_connectivity_summary",97,19,"9379f806","report","Simple visualization of connectivity metrics from report.connectivity."
"vascular_network/visualization/mesh_plots.py","plot_centerline_radii_summary",119,20,"0f4c7e69","report","Bar plot of min/mean/max centerline radius from report.centerline_summary."
"vascular_network/visualization/reports.py","load_report_json",25,6,"54b16689","json_path","Load a saved JSON report."
"vascular_network/visualization/reports.py","pretty_print_validation_report",34,82,"36ee395a","report","Human-readable summary of a ValidationReport object."
"vascular_network/visualization/reports.py","show_full_report",119,36,"0ce9eb76","report,G_centerline","Convenience function:   - Print a textual summary   - Show pipeline diagnostic plots   - Surface-qua"
"generators/liver/config.py","to_dict",91,42,"cc28fad5","self","Convert config to dictionary for serialization."
"generators/liver/export.py","export_to_python_module",12,93,"698dcddc","arterial_tree,venous_tree,config,output_path","Export vascular network to a Python module file.  The generated module contains: - NODES: List of no"
"generators/liver/export.py","export_to_json",108,39,"9e2987e9","arterial_tree,venous_tree,config,output_path","Export vascular network to JSON file.  Parameters ---------- arterial_tree : VascularTree     Arteri"
"generators/liver/geometry.py","rotate_vector",103,28,"c988eebd","vector,axis,angle_rad","Rotate a vector around an axis by angle (Rodrigues' rotation formula).  Parameters ---------- vector"
"generators/liver/geometry.py","get_perpendicular_vector",134,12,"dba15e68","vector","Get a vector perpendicular to the input vector."
"generators/liver/geometry.py","__init__",13,7,"3522fcd5","self,config",""
"generators/liver/geometry.py","inside_liver",22,3,"70ba8ac4","self,point","Check if a point is inside the ellipsoidal liver domain."
"generators/liver/geometry.py","distance_to_boundary",27,23,"25dd1656","self,point","Approximate distance from point to liver boundary.  For an ellipsoid, this is approximate but suffic"
"generators/liver/geometry.py","get_root_position",52,13,"d027aba5","self,tree_type","Get the root position for arterial or venous tree."
"generators/liver/geometry.py","get_initial_direction",67,9,"4dccc958","self,tree_type","Get initial growth direction for a tree."
"generators/liver/geometry.py","in_meeting_shell",78,3,"9b60a81f","self,point","Check if point is in the meeting shell region."
"generators/liver/geometry.py","beyond_meeting_shell",83,9,"50363f73","self,point,tree_type","Check if point has crossed beyond the meeting shell for this tree."
"generators/liver/geometry.py","center_direction",94,6,"4c1a97f8","self,point","Get unit vector pointing towards liver center from point."
"generators/liver/growth.py","generate_liver_vasculature",360,36,"28001101","config","Generate arterial and venous trees in liver domain.  Parameters ---------- config : LiverVascularCon"
"generators/liver/growth.py","__init__",21,32,"b545eac1","self,config","Initialize generator.  Parameters ---------- config : LiverVascularConfig     Complete configuration"
"generators/liver/growth.py","grow_tree",55,52,"d3235f02","self,tree,other_tree","Grow a single tree until termination criteria met.  Parameters ---------- tree : VascularTree     Tr"
"generators/liver/growth.py","_attempt_continuation",109,51,"ce919700","self,tree,tip,other_tree","Attempt to extend a tip in its current direction."
"generators/liver/growth.py","_attempt_bifurcation",162,86,"654d97b2","self,tree,tip,other_tree","Attempt to create a bifurcation at a tip."
"generators/liver/growth.py","_compute_biased_direction",250,27,"48dba726","self,position,current_direction,tree_type","Compute direction with bias towards center and away from boundary."
"generators/liver/growth.py","_is_valid_position",279,26,"274ce74c","self,position,radius,tree,other_tree,exclude_node_id","Check if a position is valid for growth."
"generators/liver/growth.py","_check_collision",307,50,"b3992087","self,position,radius,tree,exclude_node_id","Check if position collides with tree segments.  Parameters ---------- position : np.ndarray     Posi"
"generators/liver/rules.py","murray_split_radii",13,50,"c3edc221","parent_radius,config,rng","Compute child radii from parent radius using Murray's law.  Murray's law: r_parent^gamma = r_child1^"
"generators/liver/rules.py","compute_branching_probability",66,30,"e7870b11","radius,root_radius,config,rng","Determine if a tip should branch based on its radius.  Probability decreases as radius decreases (sm"
"generators/liver/rules.py","sample_branch_directions",99,51,"9b5b4c2d","parent_direction,config,rng","Sample two child branch directions from parent direction.  Uses branching angle distribution and ran"
"generators/liver/rules.py","perturb_direction",153,36,"dc1a14cf","direction,noise_std_deg,rng","Add small random perturbation to a direction vector.  Parameters ---------- direction : (3,) array  "
"generators/liver/tree.py","to_dict",23,10,"4a87d0dc","self","Convert to dictionary for serialization."
"generators/liver/tree.py","to_dict",48,10,"d5a5d737","self","Convert to dictionary for serialization."
"generators/liver/tree.py","__init__",68,12,"062dcaa9","self,cell_size","Initialize spatial index.  Parameters ---------- cell_size : float     Size of grid cells (meters). "
"generators/liver/tree.py","_get_cell_coords",82,2,"4b0ba70e","self,point","Convert world coordinates to grid cell coordinates."
"generators/liver/tree.py","_get_cells_for_segment",86,18,"f28688da","self,segment","Get all grid cells that a segment intersects."
"generators/liver/tree.py","add_node",106,2,"3ca7ddb8","self,node","Add a node to the index."
"generators/liver/tree.py","add_segment",110,6,"c8e60a59","self,segment","Add a segment to the spatial index."
"generators/liver/tree.py","query_nearby_segments",118,41,"2bfb4359","self,point,radius","Query segments near a point.  Parameters ---------- point : (3,) array     Query point radius : floa"
"generators/liver/tree.py","_point_to_segment_distance",161,16,"07557eb1","self,point,segment","Compute minimum distance from point to segment centerline."
"generators/liver/tree.py","__init__",192,45,"d063e702","self,tree_type,root_position,root_radius,initial_direction,root_id","Initialize a vascular tree.  Parameters ---------- tree_type : str     'arterial' or 'venous' root_p"
"generators/liver/tree.py","add_node",239,4,"282021e4","self,node","Add a node to the tree."
"generators/liver/tree.py","add_segment",245,3,"1baf45a3","self,segment","Add a segment to the tree."
"generators/liver/tree.py","get_node",250,2,"5b7b22cf","self,node_id","Get node by ID."
"generators/liver/tree.py","to_dict",254,6,"765bf51d","self","Convert tree to dictionary for serialization."
